year,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,excitement,fear,gratitude,joy,love,nervousness,neutral,optimism,realization,remorse,sadness,surprise
1989,0.11538461538461539,0.015384615384615385,0.038461538461538464,0.019230769230769232,0.0038461538461538464,0.0,0.019230769230769232,0.06153846153846154,0.0,0.007692307692307693,0.0,0.0,0.0038461538461538464,0.0,0.023076923076923078,0.0038461538461538464,0.007692307692307693,0.0,0.6230769230769231,0.011538461538461539,0.0038461538461538464,0.0,0.038461538461538464,0.0038461538461538464
1990,0.10136986301369863,0.01643835616438356,0.0410958904109589,0.0027397260273972603,0.010958904109589041,0.0027397260273972603,0.005479452054794521,0.0547945205479452,0.0,0.0027397260273972603,0.005479452054794521,0.0027397260273972603,0.0027397260273972603,0.0027397260273972603,0.03287671232876712,0.010958904109589041,0.024657534246575342,0.0,0.6082191780821918,0.021917808219178082,0.0,0.0,0.043835616438356165,0.005479452054794521
1991,0.07945205479452055,0.01643835616438356,0.030136986301369864,0.0136986301369863,0.019178082191780823,0.0,0.00821917808219178,0.057534246575342465,0.0027397260273972603,0.0027397260273972603,0.010958904109589041,0.0027397260273972603,0.0,0.0,0.00821917808219178,0.010958904109589041,0.00821917808219178,0.0,0.684931506849315,0.019178082191780823,0.0,0.0,0.019178082191780823,0.005479452054794521
1992,0.10655737704918032,0.030054644808743168,0.03551912568306011,0.01092896174863388,0.01366120218579235,0.0,0.01092896174863388,0.03278688524590164,0.00273224043715847,0.00819672131147541,0.01092896174863388,0.0,0.0,0.00273224043715847,0.030054644808743168,0.00819672131147541,0.01639344262295082,0.0,0.644808743169399,0.01366120218579235,0.00273224043715847,0.0,0.01639344262295082,0.00273224043715847
1993,0.09315068493150686,0.021917808219178082,0.01643835616438356,0.00821917808219178,0.019178082191780823,0.0027397260273972603,0.01643835616438356,0.052054794520547946,0.0027397260273972603,0.00821917808219178,0.005479452054794521,0.0,0.010958904109589041,0.0,0.0273972602739726,0.00821917808219178,0.010958904109589041,0.0,0.6712328767123288,0.010958904109589041,0.0027397260273972603,0.0,0.00821917808219178,0.0027397260273972603
1994,0.08493150684931507,0.019178082191780823,0.021917808219178082,0.0136986301369863,0.019178082191780823,0.0027397260273972603,0.00821917808219178,0.04657534246575343,0.0027397260273972603,0.0,0.0136986301369863,0.0,0.005479452054794521,0.0,0.01643835616438356,0.00821917808219178,0.0136986301369863,0.0,0.7041095890410959,0.0027397260273972603,0.0027397260273972603,0.0027397260273972603,0.010958904109589041,0.0
1995,0.07671232876712329,0.03287671232876712,0.01643835616438356,0.01643835616438356,0.005479452054794521,0.005479452054794521,0.019178082191780823,0.0821917808219178,0.0027397260273972603,0.0136986301369863,0.00821917808219178,0.0,0.0027397260273972603,0.0,0.038356164383561646,0.010958904109589041,0.019178082191780823,0.0,0.6191780821917808,0.00821917808219178,0.00821917808219178,0.0,0.010958904109589041,0.0027397260273972603
1996,0.12295081967213115,0.02185792349726776,0.02459016393442623,0.0,0.01366120218579235,0.0,0.02185792349726776,0.04918032786885246,0.00273224043715847,0.0,0.00546448087431694,0.0,0.0,0.0,0.0273224043715847,0.00546448087431694,0.00273224043715847,0.0,0.6557377049180327,0.030054644808743168,0.00546448087431694,0.0,0.00819672131147541,0.00273224043715847
1997,0.09315068493150686,0.021917808219178082,0.0273972602739726,0.005479452054794521,0.00821917808219178,0.00821917808219178,0.00821917808219178,0.0410958904109589,0.005479452054794521,0.0,0.005479452054794521,0.0,0.0,0.0,0.019178082191780823,0.0136986301369863,0.021917808219178082,0.0,0.6794520547945205,0.021917808219178082,0.0,0.0027397260273972603,0.0136986301369863,0.0027397260273972603
1998,0.08767123287671233,0.0136986301369863,0.030136986301369864,0.0027397260273972603,0.0273972602739726,0.005479452054794521,0.00821917808219178,0.049315068493150684,0.0,0.0,0.010958904109589041,0.0,0.0027397260273972603,0.0,0.021917808219178082,0.021917808219178082,0.021917808219178082,0.0,0.663013698630137,0.010958904109589041,0.00821917808219178,0.0,0.00821917808219178,0.005479452054794521
1999,0.06301369863013699,0.030136986301369864,0.0273972602739726,0.0,0.024657534246575342,0.005479452054794521,0.005479452054794521,0.06301369863013699,0.0,0.005479452054794521,0.010958904109589041,0.0,0.0,0.0,0.024657534246575342,0.00821917808219178,0.00821917808219178,0.0,0.684931506849315,0.019178082191780823,0.005479452054794521,0.0,0.0136986301369863,0.0
2000,0.06830601092896176,0.01912568306010929,0.02459016393442623,0.00546448087431694,0.01639344262295082,0.0,0.01092896174863388,0.04371584699453552,0.00273224043715847,0.00546448087431694,0.01366120218579235,0.0,0.00819672131147541,0.0,0.01639344262295082,0.00546448087431694,0.00546448087431694,0.0,0.7240437158469946,0.01912568306010929,0.00273224043715847,0.0,0.00819672131147541,0.0
2001,0.06575342465753424,0.0136986301369863,0.00821917808219178,0.00821917808219178,0.021917808219178082,0.005479452054794521,0.00821917808219178,0.0684931506849315,0.0,0.0,0.010958904109589041,0.0,0.010958904109589041,0.0,0.0273972602739726,0.005479452054794521,0.0,0.0,0.6931506849315069,0.021917808219178082,0.005479452054794521,0.0027397260273972603,0.019178082191780823,0.0027397260273972603
2002,0.08493150684931507,0.019178082191780823,0.038356164383561646,0.019178082191780823,0.0136986301369863,0.005479452054794521,0.0136986301369863,0.038356164383561646,0.0,0.010958904109589041,0.005479452054794521,0.0,0.0,0.0,0.019178082191780823,0.00821917808219178,0.005479452054794521,0.0,0.6794520547945205,0.024657534246575342,0.005479452054794521,0.0,0.00821917808219178,0.0
2003,0.0958904109589041,0.0273972602739726,0.030136986301369864,0.005479452054794521,0.01643835616438356,0.005479452054794521,0.0027397260273972603,0.0410958904109589,0.0,0.0027397260273972603,0.0027397260273972603,0.0,0.0,0.0,0.021917808219178082,0.00821917808219178,0.01643835616438356,0.0,0.6821917808219178,0.024657534246575342,0.0,0.0,0.0136986301369863,0.0027397260273972603
2004,0.04918032786885246,0.02459016393442623,0.03825136612021858,0.01366120218579235,0.00546448087431694,0.0,0.00819672131147541,0.07650273224043716,0.00273224043715847,0.0,0.01366120218579235,0.0,0.0,0.0,0.0273224043715847,0.00546448087431694,0.00819672131147541,0.0,0.6967213114754098,0.01639344262295082,0.00273224043715847,0.0,0.01092896174863388,0.0
2005,0.11232876712328767,0.030136986301369864,0.052054794520547946,0.0136986301369863,0.010958904109589041,0.0,0.0027397260273972603,0.04657534246575343,0.0,0.00821917808219178,0.005479452054794521,0.0,0.005479452054794521,0.0027397260273972603,0.00821917808219178,0.010958904109589041,0.00821917808219178,0.0,0.6493150684931507,0.019178082191780823,0.00821917808219178,0.0,0.005479452054794521,0.0
2006,0.11506849315068493,0.019178082191780823,0.0273972602739726,0.0136986301369863,0.0136986301369863,0.0,0.0136986301369863,0.06027397260273973,0.0027397260273972603,0.0,0.010958904109589041,0.0,0.0,0.0,0.01643835616438356,0.005479452054794521,0.005479452054794521,0.0,0.6520547945205479,0.019178082191780823,0.0027397260273972603,0.0,0.021917808219178082,0.0
2007,0.06027397260273973,0.010958904109589041,0.038356164383561646,0.0,0.005479452054794521,0.005479452054794521,0.00821917808219178,0.0821917808219178,0.0027397260273972603,0.005479452054794521,0.005479452054794521,0.0,0.0027397260273972603,0.0,0.01643835616438356,0.00821917808219178,0.010958904109589041,0.0,0.6931506849315069,0.03561643835616438,0.0,0.0,0.00821917808219178,0.0
2008,0.07103825136612021,0.00546448087431694,0.02185792349726776,0.00819672131147541,0.00819672131147541,0.00273224043715847,0.00546448087431694,0.07650273224043716,0.0,0.00819672131147541,0.01639344262295082,0.0,0.00273224043715847,0.0,0.01639344262295082,0.00546448087431694,0.00546448087431694,0.0,0.7076502732240437,0.01639344262295082,0.00546448087431694,0.0,0.01092896174863388,0.00546448087431694
2009,0.06301369863013699,0.0136986301369863,0.03287671232876712,0.005479452054794521,0.0136986301369863,0.0,0.00821917808219178,0.07945205479452055,0.0,0.0027397260273972603,0.0027397260273972603,0.0,0.0,0.0,0.019178082191780823,0.005479452054794521,0.0027397260273972603,0.0,0.7205479452054795,0.0136986301369863,0.0,0.0,0.01643835616438356,0.0
2010,0.09315068493150686,0.01643835616438356,0.01643835616438356,0.024657534246575342,0.005479452054794521,0.005479452054794521,0.005479452054794521,0.052054794520547946,0.0027397260273972603,0.0136986301369863,0.005479452054794521,0.0,0.0027397260273972603,0.0,0.01643835616438356,0.00821917808219178,0.010958904109589041,0.0,0.684931506849315,0.021917808219178082,0.0027397260273972603,0.0,0.010958904109589041,0.0
2011,0.10684931506849316,0.021917808219178082,0.03287671232876712,0.010958904109589041,0.01643835616438356,0.0,0.010958904109589041,0.06301369863013699,0.0,0.005479452054794521,0.00821917808219178,0.0,0.0,0.0,0.024657534246575342,0.0136986301369863,0.00821917808219178,0.0,0.6410958904109589,0.01643835616438356,0.0027397260273972603,0.0,0.010958904109589041,0.005479452054794521
2012,0.10655737704918032,0.01366120218579235,0.0273224043715847,0.03278688524590164,0.00819672131147541,0.00546448087431694,0.03825136612021858,0.06830601092896176,0.00273224043715847,0.00273224043715847,0.01639344262295082,0.0,0.0,0.0,0.02185792349726776,0.01366120218579235,0.0,0.0,0.6147540983606558,0.01366120218579235,0.0,0.0,0.00819672131147541,0.00546448087431694
2013,0.09863013698630137,0.021917808219178082,0.052054794520547946,0.0136986301369863,0.01643835616438356,0.0,0.0136986301369863,0.06575342465753424,0.0,0.0027397260273972603,0.019178082191780823,0.0,0.0027397260273972603,0.0,0.0136986301369863,0.010958904109589041,0.00821917808219178,0.0027397260273972603,0.6438356164383562,0.005479452054794521,0.0027397260273972603,0.0,0.0027397260273972603,0.0027397260273972603
2014,0.09863013698630137,0.021917808219178082,0.03561643835616438,0.030136986301369864,0.010958904109589041,0.0,0.0273972602739726,0.0547945205479452,0.00821917808219178,0.00821917808219178,0.01643835616438356,0.0,0.0027397260273972603,0.0,0.01643835616438356,0.005479452054794521,0.010958904109589041,0.0,0.6164383561643836,0.019178082191780823,0.0027397260273972603,0.0,0.0136986301369863,0.0
2015,0.10684931506849316,0.005479452054794521,0.03561643835616438,0.024657534246575342,0.00821917808219178,0.0027397260273972603,0.0136986301369863,0.09863013698630137,0.0,0.00821917808219178,0.0273972602739726,0.0,0.0,0.0,0.0136986301369863,0.005479452054794521,0.00821917808219178,0.0,0.6164383561643836,0.010958904109589041,0.0027397260273972603,0.0,0.010958904109589041,0.0
2016,0.09016393442622951,0.01092896174863388,0.06284153005464481,0.030054644808743168,0.01092896174863388,0.0,0.03825136612021858,0.08469945355191257,0.0,0.01092896174863388,0.01092896174863388,0.0,0.00273224043715847,0.00273224043715847,0.01092896174863388,0.00819672131147541,0.01092896174863388,0.0,0.5846994535519126,0.01092896174863388,0.00546448087431694,0.0,0.01092896174863388,0.00273224043715847
2017,0.09315068493150686,0.005479452054794521,0.0547945205479452,0.00821917808219178,0.005479452054794521,0.0,0.021917808219178082,0.08493150684931507,0.005479452054794521,0.0136986301369863,0.03561643835616438,0.0,0.0027397260273972603,0.0,0.019178082191780823,0.0027397260273972603,0.01643835616438356,0.0,0.6082191780821918,0.005479452054794521,0.0027397260273972603,0.0,0.0136986301369863,0.0
2018,0.0547945205479452,0.005479452054794521,0.0547945205479452,0.021917808219178082,0.010958904109589041,0.0,0.005479452054794521,0.10136986301369863,0.0027397260273972603,0.005479452054794521,0.019178082191780823,0.0027397260273972603,0.005479452054794521,0.0,0.03287671232876712,0.0027397260273972603,0.00821917808219178,0.0,0.6356164383561644,0.01643835616438356,0.0027397260273972603,0.0,0.010958904109589041,0.0
2019,0.0410958904109589,0.010958904109589041,0.0410958904109589,0.030136986301369864,0.01643835616438356,0.0,0.03287671232876712,0.0958904109589041,0.0027397260273972603,0.01643835616438356,0.0273972602739726,0.0,0.0,0.0,0.005479452054794521,0.0027397260273972603,0.005479452054794521,0.0,0.6520547945205479,0.005479452054794521,0.005479452054794521,0.0,0.00821917808219178,0.0
2020,0.03551912568306011,0.00819672131147541,0.07650273224043716,0.0273224043715847,0.01639344262295082,0.00273224043715847,0.01912568306010929,0.06557377049180328,0.0,0.01092896174863388,0.02185792349726776,0.0,0.00273224043715847,0.0,0.01639344262295082,0.00819672131147541,0.01092896174863388,0.0,0.6475409836065574,0.01639344262295082,0.00546448087431694,0.0,0.00819672131147541,0.0
2021,0.07671232876712329,0.00821917808219178,0.06301369863013699,0.0136986301369863,0.00821917808219178,0.0,0.010958904109589041,0.07945205479452055,0.0027397260273972603,0.00821917808219178,0.0136986301369863,0.0,0.005479452054794521,0.0,0.0136986301369863,0.005479452054794521,0.01643835616438356,0.0,0.6465753424657534,0.00821917808219178,0.0027397260273972603,0.0,0.0136986301369863,0.0027397260273972603
2022,0.07123287671232877,0.01643835616438356,0.052054794520547946,0.019178082191780823,0.03287671232876712,0.005479452054794521,0.010958904109589041,0.057534246575342465,0.0027397260273972603,0.00821917808219178,0.005479452054794521,0.0,0.0027397260273972603,0.0,0.021917808219178082,0.005479452054794521,0.00821917808219178,0.0,0.6547945205479452,0.005479452054794521,0.0027397260273972603,0.0,0.01643835616438356,0.0
2023,0.07042253521126761,0.014084507042253521,0.07042253521126761,0.014084507042253521,0.028169014084507043,0.0,0.028169014084507043,0.09859154929577464,0.0,0.014084507042253521,0.028169014084507043,0.0,0.0,0.0,0.028169014084507043,0.0,0.0,0.0,0.5915492957746479,0.014084507042253521,0.0,0.0,0.0,0.0
